respondent_id,segment_code,audience,gender,age,prefecture_code,geography,marital_status,living_alone,living_with_spouse,living_with_significant_other,living_with_children,living_with_parents,living_with_siblings,living_with_friend,living_with_other,has_children_separate,boys_under_17_in_hh,boys_in_hh,girls_under_17_in_hh,girls_in_hh,has_grandchildren,recent_visit_tdl,been_to_tdl_past_3yr,recent_visit_tds,been_to_tds_past_3yr,recent_visit_usj,visit_count_tdl,visit_count_tds,visit_count_usj,decision_maker,non_park_rejector,aided_awareness_tdl,aided_awareness_tds,aided_awareness_usj,familiarity_tdl,familiarity_tds,familiarity_usj,opinion_tdl,opinion_tds,opinion_usj,consideration_tdl,consideration_tds,consideration_usj,likelihood_visit_tdl,likelihood_visit_tds,likelihood_visit_usj,when_visit_tdl,intent_visit_tdl_code,intent_visit_tdl,when_visit_tds,intent_visit_tds_code,intent_visit_tds_or_tdl,intent_visit_tds,nps_tdl,nps_tds,nps_usj,funderful_disney_member,disney_plus_subscriber,disney_card_club_member,disney_store_card_member,disney_vacation_club_member,no_disney_fandom,disney_fandom,annual_personal_income,annual_household_income,tdl_func_relaxing,tdl_func_enjoy_myself,tdl_func_lifelong_memories,tdl_func_bond_family_friends,tdl_func_great_for_kids_under_6,tdl_func_great_for_kids_7_17,tdl_func_great_for_adults,tdl_func_want_children_experience,tdl_func_expand_child_worldview,tdl_func_great_for_all_family,tdl_func_understands_what_i_like,tdl_func_feel_comfortable,tdl_func_keeping_up_with_times,tdl_func_variety_of_things,tdl_func_unique_experiences,tdl_func_repeat_experience,tdl_func_active_adventurous,tdl_func_thrilling,tdl_func_new_innovative,tdl_func_something_new,tdl_func_not_crowded,tdl_func_character_interaction,tdl_func_worth_short_vacation,tdl_func_worth_price,tdl_func_affordable,tdl_func_ticket_options,tdl_emot_land_of_dreams,tdl_emot_removed_from_reality,tdl_emot_fantastical,tdl_emot_heartwarming,tdl_emot_soothing_healing,tdl_emot_feeling_safe,tdl_emot_longing_aspiring,tdl_emot_sparkling,tdl_emot_premium_feeling,tdl_emot_feel_good,bipolar_fun,bipolar_feeling_special,bipolar_anticipation,bipolar_excitement,bipolar_playful_mind,bipolar_relaxed_content,bipolar_only_one,bipolar_oshi,bipolar_return_childhood,bipolar_trending,bipolar_realism,bipolar_innovative,bipolar_unpredictability,bipolar_refreshing_look,bipolar_edgy,bipolar_feel_refreshed,bipolar_heart_throbbing,bipolar_be_merry,bipolar_suspenseful
289,5,E. Adults 35+ (no kids in HH),2,59,11,Local,2,0,1,0,0,0,0,0,0,1,0,No,0,No,2,8,No,8,No,9,0,0,0,2,5,1,1,1,5,4,1,5,5,4,4,4,4,3,3,3,8,8,No,8,8,8,No,11,11,10,0,0,0,0,0,1,No,2,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,3,4,4,1,5,1,6,4,3,5,4,6,5,4,4,4
290,5,E. Adults 35+ (no kids in HH),2,58,12,Local,2,0,1,0,0,0,0,0,0,1,0,No,0,No,1,6,Yes,5,Yes,8,6,5,0,3,9,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,8,8,No,8,8,8,No,9,9,10,0,0,0,0,0,1,No,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,5,5
291,5,E. Adults 35+ (no kids in HH),2,40,13,Local,1,0,0,0,0,1,0,0,0,2,0,No,0,No,0,8,No,8,No,8,0,0,0,1,6,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,8,8,No,8,8,8,No,6,6,6,0,0,0,0,0,1,No,2,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
292,5,E. Adults 35+ (no kids in HH),1,39,23,Domestic,1,1,0,0,0,0,0,0,0,2,0,No,0,No,0,8,No,9,No,9,0,0,0,1,4,1,1,1,3,3,3,3,3,3,3,3,3,2,2,2,8,8,No,8,8,8,No,6,6,6,0,0,0,0,0,1,No,2,10,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,2,3,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
293,5,E. Adults 35+ (no kids in HH),1,52,20,Domestic,1,0,0,0,0,1,0,0,0,2,0,No,0,No,0,8,No,8,No,9,0,0,0,1,6,1,1,0,3,3,0,4,4,0,3,3,0,3,3,0,8,8,No,8,8,8,No,8,8,0,0,0,0,0,0,1,No,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,5,E. Adults 35+ (no kids in HH),1,39,23,Domestic,1,0,0,0,0,1,0,0,0,2,0,No,0,No,0,8,No,9,No,8,0,0,0,3,6,1,1,1,4,4,4,4,4,4,4,2,4,4,4,4,7,7,No,7,7,7,No,8,8,7,0,0,0,0,0,1,No,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,3,4,4,4,4,4,4,4,5,3,4,4,4,4,4
295,5,E. Adults 35+ (no kids in HH),1,77,22,Domestic,2,0,1,0,0,0,0,0,0,2,0,No,0,No,0,8,No,9,No,9,0,0,0,2,8,1,1,1,4,3,4,4,3,4,3,4,3,3,3,4,7,7,No,7,7,7,No,6,7,6,0,0,0,0,0,1,No,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,3,5,4,4,4,4,4,3,4,4,4,5,4,5,5
296,5,E. Adults 35+ (no kids in HH),1,45,16,Domestic,1,0,0,0,0,1,1,0,0,2,0,No,0,No,0,8,No,9,No,8,0,0,0,2,5,1,1,1,3,2,3,4,4,4,3,3,3,2,2,2,7,7,No,7,7,7,No,7,7,7,0,0,0,0,0,1,No,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,4,2,4,3,3,2,3,4,3,4,4,5,4,5
297,5,E. Adults 35+ (no kids in HH),1,72,22,Domestic,2,0,1,0,0,0,0,0,0,1,0,No,0,No,1,8,No,8,No,9,0,0,0,1,9,1,1,1,5,4,4,5,4,4,5,4,4,5,4,4,4,1,Yes,8,8,1,No,10,8,8,0,0,0,0,0,1,No,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,3,4,4,4,3,3,4,4,4,3,4,3,3,4,3
298,5,E. Adults 35+ (no kids in HH),1,41,22,Domestic,1,0,0,0,0,1,0,0,0,2,0,No,0,No,0,8,No,9,No,9,0,0,0,1,7,1,1,1,1,1,2,3,99,3,1,1,2,1,1,3,7,7,No,7,7,7,No,1,1,6,0,0,0,0,0,1,No,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,4,4,4,4,4,4,5,4,4,5,4,4,4,4,5
299,5,E. Adults 35+ (no kids in HH),2,54,20,Domestic,2,0,1,0,0,0,0,0,0,2,0,No,0,No,0,8,No,8,No,9,0,0,0,3,8,1,1,1,4,4,3,5,5,99,3,3,2,4,4,3,8,8,No,8,8,8,No,11,11,6,0,0,0,0,0,1,No,2,1,3,4,4,3,4,4,4,4,5,4,3,4,4,4,5,5,4,4,5,4,2,4,3,3,1,3,5,5,5,5,5,5,5,5,5,5,2,2,3,3,4,3,3,4,2,5,2,4,3,4,4,3,2,2,4
300,5,E. Adults 35+ (no kids in HH),2,40,23,Domestic,1,1,0,0,0,0,0,0,0,2,0,No,0,No,0,3,Yes,3,Yes,8,2,2,0,1,8,1,1,1,4,4,2,4,4,2,4,4,2,4,4,2,4,1,Yes,4,1,1,Yes,9,9,3,0,0,0,1,0,0,Yes,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
301,5,E. Adults 35+ (no kids in HH),2,72,22,Domestic,2,0,1,0,0,0,0,0,0,1,0,No,0,No,1,8,No,9,No,9,0,0,0,3,5,1,1,0,3,3,0,3,3,0,3,3,0,3,3,0,8,8,No,8,8,8,No,6,6,0,0,0,0,0,0,1,No,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,5,E. Adults 35+ (no kids in HH),2,63,23,Domestic,2,0,1,0,0,0,0,0,0,1,0,No,0,No,2,7,No,7,No,8,0,0,0,2,9,1,1,1,4,4,4,4,4,4,5,5,5,4,4,4,8,8,No,8,8,8,No,10,10,10,0,0,0,0,0,1,No,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,2,2,2,2,2,2,2,2,2,2,2,7,7,7,7,7
303,5,E. Adults 35+ (no kids in HH),2,46,23,Domestic,1,0,0,0,0,1,0,0,0,2,0,No,0,No,0,8,No,8,No,8,0,0,0,3,5,1,1,1,3,3,3,4,4,4,3,3,3,4,4,4,8,8,No,8,8,8,No,8,8,8,0,0,0,0,0,1,No,2,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,1,2,2,2,1,1,1,2,2,1,2,2,3,2,2
304,5,E. Adults 35+ (no kids in HH),1,39,27,Domestic,1,0,0,0,0,1,0,0,0,2,0,No,0,No,0,9,No,9,No,6,0,0,1,2,7,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,7,7,No,7,7,7,No,6,7,8,0,0,0,0,0,1,No,2,2,5,5,4,3,4,5,4,3,3,5,4,3,5,4,3,5,3,4,3,5,3,4,4,5,3,5,5,5,4,3,2,4,4,5,4,5,3,2,4,2,2,2,2,2,3,1,3,4,4,3,4,4,4,3,3
305,5,E. Adults 35+ (no kids in HH),1,51,27,Domestic,1,1,0,0,0,0,0,0,0,2,0,No,0,No,0,9,No,9,No,8,0,0,0,3,5,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,8,8,No,8,8,8,No,6,6,6,0,0,0,0,0,1,No,2,1,3,3,4,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,2,4,4,3,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5
306,5,E. Adults 35+ (no kids in HH),1,70,28,Domestic,2,0,1,0,0,0,0,0,0,2,0,No,0,No,0,8,No,9,No,9,0,0,0,3,5,1,1,1,3,3,3,4,4,4,3,3,3,3,3,3,8,8,No,8,8,8,No,6,6,6,0,0,0,0,0,1,No,2,2,3,4,3,3,3,3,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,3,4,4,4,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5
307,5,E. Adults 35+ (no kids in HH),1,43,27,Domestic,1,1,0,0,0,0,0,0,0,2,0,No,0,No,0,5,Yes,5,Yes,4,5,5,3,1,8,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,6,1,Yes,6,1,1,Yes,10,10,10,0,0,0,0,0,1,No,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,3,4,2,3,3,5,3,3,3,3,2,3,4,5,3,3
308,5,E. Adults 35+ (no kids in HH),1,36,27,Domestic,2,0,1,0,0,0,0,0,0,1,0,No,1,Yes,0,8,No,8,No,8,0,0,0,2,8,1,1,1,3,3,4,5,5,5,3,3,4,4,4,4,7,7,No,7,7,7,No,9,9,9,0,0,0,0,0,1,No,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,5,4,4,5,3,4,4,5,5,5,3,3,5,5,4,5
309,5,E. Adults 35+ (no kids in HH),1,75,27,Domestic,2,0,1,0,0,0,0,0,0,1,0,No,0,No,1,9,No,9,No,7,0,0,0,1,7,1,1,1,3,3,5,99,99,5,3,4,4,3,3,3,8,8,No,8,8,8,No,6,6,9,0,0,0,0,0,1,No,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5
310,5,E. Adults 35+ (no kids in HH),2,55,28,Domestic,2,0,1,0,0,0,0,0,0,1,0,No,0,No,2,8,No,8,No,8,0,0,0,1,7,1,1,1,2,2,4,4,4,4,4,4,4,3,3,3,8,8,No,8,8,8,No,9,9,9,0,1,0,0,0,0,Yes,2,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,1,4,4,4,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,6,4,4,4
311,5,E. Adults 35+ (no kids in HH),2,69,29,Domestic,2,0,1,0,0,0,0,0,0,2,0,No,0,No,0,8,No,8,No,2,0,0,2,3,5,1,1,1,2,2,4,2,2,4,1,1,4,1,1,3,7,7,No,7,7,7,No,1,1,6,0,0,0,0,0,1,No,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,4,5,6,4,6,6,6,6,6,5,5,4,6,6
312,5,E. Adults 35+ (no kids in HH),2,71,28,Domestic,2,0,1,0,0,0,0,0,0,1,0,No,0,No,1,8,No,9,No,9,0,0,0,3,4,1,1,1,3,4,4,4,4,4,3,3,4,3,3,4,8,8,No,8,8,8,No,7,7,7,0,0,0,0,0,1,No,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4
313,5,E. Adults 35+ (no kids in HH),2,75,29,Domestic,2,0,1,0,0,0,0,0,0,1,0,No,0,No,1,8,No,8,No,8,0,0,0,3,8,1,1,1,5,5,5,5,5,5,4,4,4,4,4,4,8,8,No,8,8,8,No,11,11,11,0,0,0,0,0,1,No,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,6,6,5,4,4,4,4,5,4,4,4,4,5,4,5,4
314,5,E. Adults 35+ (no kids in HH),2,38,28,Domestic,2,0,1,1,0,0,0,0,0,2,0,No,0,No,0,8,No,8,No,6,0,0,1,2,9,1,1,1,3,3,3,4,3,3,4,4,4,3,3,3,8,8,No,8,8,8,No,6,6,6,0,0,0,0,0,1,No,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,2,4,4,2,4,4,4,3,4,4,4,6,4,4,5,4
315,5,E. Adults 35+ (no kids in HH),2,38,28,Domestic,1,0,0,0,0,1,0,0,0,2,0,No,0,No,0,8,No,8,No,8,0,0,0,3,7,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4,8,8,No,8,8,8,No,6,6,6,0,0,0,0,0,1,No,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,4,4,4,3,4,4,4,4,4,4,5,4,4,4,4
316,5,E. Adults 35+ (no kids in HH),2,42,27,Domestic,2,0,1,0,0,0,0,0,0,2,0,No,0,No,0,2,Yes,2,Yes,1,6,6,9,1,10,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,2,1,Yes,2,1,1,Yes,11,11,11,0,0,0,0,0,1,No,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
317,5,E. Adults 35+ (no kids in HH),1,75,4,Domestic,2,0,1,0,0,0,0,0,0,1,0,No,0,No,1,2,Yes,2,Yes,8,6,6,0,3,10,1,1,1,5,5,4,5,5,5,5,5,4,5,5,4,4,1,Yes,4,1,1,Yes,11,11,9,0,0,0,0,0,1,No,2,5,4,5,4,4,4,4,4,4,4,5,4,4,5,4,5,5,4,4,5,5,1,4,5,4,4,4,5,4,4,4,5,4,4,5,4,5,3,2,3,2,3,2,2,3,3,2,3,2,2,2,4,3,4,2,3
318,5,E. Adults 35+ (no kids in HH),1,67,1,Domestic,2,0,1,0,0,0,0,0,0,2,0,No,0,No,0,8,No,8,No,9,0,0,0,2,7,1,1,1,3,5,4,5,5,5,3,3,3,3,3,4,8,8,No,8,8,8,No,6,6,6,0,0,0,0,0,1,No,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,4,4,4,4,3,4,4,3,4,3,4,3,3,3,4
319,5,E. Adults 35+ (no kids in HH),1,66,1,Domestic,2,0,1,0,0,0,0,0,0,1,0,No,0,No,1,8,No,9,No,9,0,0,0,3,5,1,1,1,4,3,4,5,5,5,2,2,2,2,2,2,7,7,No,7,7,7,No,6,9,9,0,0,0,0,0,1,No,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5,4,4,4,4,6,4,4,5,5,5,5,4,4,4,6
320,5,E. Adults 35+ (no kids in HH),2,62,1,Domestic,2,0,1,0,0,0,0,0,0,1,0,No,0,No,1,8,No,8,No,9,0,0,0,2,5,1,1,1,3,3,1,4,4,99,3,3,4,3,3,3,8,8,No,8,8,8,No,6,6,6,0,0,0,0,0,1,No,2,2,4,4,4,3,4,4,4,4,4,4,3,3,4,4,5,3,3,2,3,4,2,4,4,3,1,3,5,5,3,4,3,3,3,4,3,3,4,3,3,3,4,3,1,4,3,3,3,5,5,4,5,4,4,4,4
321,5,E. Adults 35+ (no kids in HH),2,55,4,Domestic,1,0,0,0,0,1,0,0,0,2,0,No,0,No,0,8,No,8,No,9,0,0,0,2,5,1,1,1,4,4,3,4,4,4,3,3,2,2,2,1,8,8,No,8,8,8,No,6,6,6,0,0,0,0,0,1,No,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,3,4,3,4,4,4,4,5,4,4,4,4,5
322,5,E. Adults 35+ (no kids in HH),2,51,1,Domestic,2,0,1,0,0,0,0,0,0,2,0,No,0,No,0,8,No,8,No,8,0,0,0,2,5,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,7,7,No,7,7,7,No,1,1,1,0,0,0,0,0,1,No,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4
323,5,E. Adults 35+ (no kids in HH),1,58,40,Domestic,1,0,0,0,0,1,0,0,0,2,0,No,0,No,0,9,No,9,No,9,0,0,0,1,6,1,1,1,2,2,3,4,4,4,4,4,4,4,4,4,8,8,No,8,8,8,No,6,6,7,0,0,0,0,0,1,No,2,1,3,4,4,4,2,2,4,3,3,4,2,4,3,4,4,3,2,3,4,4,2,4,4,2,1,2,3,4,3,4,3,4,2,3,3,4,3,4,5,5,2,4,4,3,3,3,5,4,4,5,4,4,6,6,6
324,5,E. Adults 35+ (no kids in HH),1,72,47,Domestic,2,0,1,0,0,0,0,0,0,1,0,No,0,No,1,8,No,9,No,9,0,0,0,2,10,1,1,1,5,5,4,4,4,4,5,5,4,5,5,5,6,1,Yes,6,1,1,Yes,11,11,11,0,0,0,0,0,1,No,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,5,5,3,4,5,4,4,3,3,5
325,5,E. Adults 35+ (no kids in HH),1,58,43,Domestic,1,1,0,0,0,0,0,0,0,2,0,No,0,No,0,8,No,9,No,9,0,0,0,2,9,1,1,1,4,4,2,4,4,4,2,2,2,2,2,2,8,8,No,8,8,8,No,9,8,6,0,0,0,0,0,1,No,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,5,3,5,5,3,5,5,5,5,2,5,3,3,3,6
326,5,E. Adults 35+ (no kids in HH),2,79,43,Domestic,2,0,1,0,0,0,0,0,0,1,0,No,0,No,1,8,No,9,No,9,0,0,0,2,5,1,0,0,3,0,0,4,0,0,3,0,0,3,0,0,8,8,No,0,0,8,No,9,0,0,0,0,0,0,0,1,No,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,5,E. Adults 35+ (no kids in HH),2,59,34,Domestic,2,0,1,0,0,0,0,0,0,2,0,No,0,No,0,9,No,9,No,9,0,0,0,3,7,1,1,1,4,3,4,4,4,4,3,3,3,2,2,2,7,7,No,7,7,7,No,8,9,8,0,0,0,0,0,1,No,2,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,5
328,1,A. Young Families,1,46,13,Local,2,0,1,0,1,0,0,0,0,2,0,No,1,Yes,0,8,No,8,No,8,0,0,0,1,8,1,1,1,4,4,4,2,2,4,2,2,4,2,2,4,7,7,No,7,7,7,No,4,4,7,0,0,0,0,0,1,No,2,7,1,1,1,1,2,2,1,2,2,1,1,1,2,3,3,2,1,1,2,2,1,3,1,1,1,1,1,3,3,2,2,1,2,2,2,1,6,6,6,6,5,5,6,6,5,6,6,5,5,6,7,6,6,5,5
329,1,A. Young Families,1,37,11,Local,2,0,1,0,1,0,0,0,0,2,1,Yes,1,Yes,0,2,Yes,7,No,9,3,0,0,2,10,1,1,1,4,4,4,5,5,4,4,4,2,4,4,4,8,8,No,8,8,8,No,9,9,6,0,0,0,0,0,1,No,2,5,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,1,5,3,3,2,1,5,5,4,5,4,5,4,4,4,5,2,2,2,1,4,2,2,1,1,4,6,6,6,4,5,4,4,6,6
330,1,A. Young Families,1,49,9,Local,2,0,0,1,1,0,0,0,0,2,1,Yes,0,No,0,9,No,9,No,9,0,0,0,1,9,1,1,1,3,3,3,4,3,4,5,5,5,5,5,4,6,1,Yes,6,1,1,Yes,11,11,9,0,1,0,0,0,0,Yes,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,2,3,5,4,1,5,5,6,6,5,5,6,6,4,6
331,1,A. Young Families,1,36,13,Local,2,0,1,0,1,0,0,0,0,2,1,Yes,0,No,0,1,Yes,9,No,8,2,0,0,2,10,1,1,1,5,3,3,5,5,5,5,5,5,5,5,5,6,1,Yes,6,1,1,Yes,10,10,10,0,1,0,0,0,0,Yes,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,6
332,1,A. Young Families,1,46,11,Local,2,0,1,0,1,0,0,0,0,2,1,Yes,0,No,0,8,No,8,No,8,0,0,0,2,6,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,7,7,No,7,7,7,No,8,8,8,0,0,0,0,0,1,No,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,2,3,4,3,3,4,3,2,3,3,3,4,2,4,2,4
333,1,A. Young Families,1,38,13,Local,2,0,1,0,1,0,0,0,0,2,1,Yes,1,Yes,0,5,Yes,8,No,6,1,0,1,3,8,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,7,7,No,7,7,7,No,6,6,6,0,0,0,0,0,1,No,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5,4,5,4,4,5,4,4,5,3,5,5,4,4,3,4
334,1,A. Young Families,1,35,13,Local,2,0,1,0,1,0,0,0,0,2,1,Yes,0,No,0,5,Yes,8,No,9,1,0,0,3,8,1,1,1,4,4,4,4,4,4,4,4,4,5,5,4,8,8,No,8,8,8,No,9,9,8,0,0,0,0,0,1,No,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,5,4,5,4,5,3,3,3,4,3,4,3,5,5,4
335,1,A. Young Families,2,45,13,Local,2,0,1,0,1,0,0,0,0,2,1,Yes,1,Yes,0,7,No,7,No,5,0,0,5,1,10,1,1,1,4,4,3,4,4,4,4,4,4,5,5,5,8,8,No,8,8,8,No,10,10,10,0,0,0,0,0,1,No,2,4,5,5,5,5,4,4,5,5,4,5,5,5,5,4,5,5,4,4,4,4,2,4,3,4,3,3,5,5,5,5,5,5,5,5,4,5,4,1,6,4,2,2,1,4,1,6,6,6,4,6,6,6,6,6,6
336,1,A. Young Families,2,25,12,Local,2,0,0,0,1,0,0,0,0,1,0,No,1,Yes,0,6,Yes,6,Yes,6,1,1,1,1,8,1,1,1,4,3,4,4,4,4,4,4,4,4,3,4,7,7,No,7,7,7,No,5,5,5,0,0,0,0,0,1,No,2,1,4,4,4,3,4,4,3,4,4,4,4,4,3,2,4,4,4,4,4,4,3,3,4,4,5,4,3,4,4,4,4,4,3,3,4,4,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,2,2,3,1
337,1,A. Young Families,2,29,14,Local,2,0,1,0,1,0,0,0,0,2,1,Yes,1,Yes,0,2,Yes,1,Yes,2,3,3,4,1,9,1,1,1,5,5,5,5,3,5,5,4,2,5,3,5,1,1,Yes,2,1,1,Yes,11,7,5,0,0,0,1,1,0,Yes,1,7,4,2,4,4,4,5,5,4,3,1,4,5,4,3,3,3,4,4,4,4,4,5,4,5,3,3,5,3,4,4,5,4,3,4,3,3,1,2,4,3,6,2,2,2,6,4,1,2,3,4,5,3,4,2,5
